Date,Amount,Category,Description
2023-12-13 10:46:32.872609,963.14,Travel,Watched a movie
2024-03-03 10:46:32.872609,761.46,Entertainment,Paid for groceries
2022-10-09 10:46:32.872609,95.96,Shopping,Online course fee
2022-01-28 10:46:32.872609,259.63,Health,Bought clothes
2025-07-13 10:46:32.872609,101.13,Food,Bought clothes
2023-01-19 10:46:32.872609,252.94,Utilities,Electricity bill
2024-12-07 10:46:32.872609,832.32,Entertainment,Bought clothes
2025-05-24 10:46:32.872609,634.99,Education,Watched a movie
2022-08-04 10:46:32.872609,103.07,Shopping,Bought clothes
2024-09-30 10:46:32.872609,386.05,Shopping,Paid for groceries
2023-11-06 10:46:32.872609,344.01,Utilities,Online course fee
2023-06-23 10:46:32.872609,607.57,Education,Doctor visit
2023-01-30 10:46:32.872609,474.59,Food,Lunch with friends
2022-11-16 10:46:32.872609,329.64,Utilities,Watched a movie
2021-06-29 10:46:32.872609,557.1,Travel,Watched a movie
2021-08-02 10:46:32.872609,707.0,Health,Bought clothes
2025-05-06 10:46:32.872609,456.69,Health,Electricity bill
2020-09-07 10:46:32.872609,617.58,Health,Bought clothes
2021-04-04 10:46:32.872609,104.0,Utilities,Lunch with friends
2024-08-20 10:46:32.872609,686.99,Shopping,Doctor visit
2021-11-14 10:46:32.872609,597.49,Shopping,Paid for groceries
2024-04-07 10:46:32.872609,678.49,Food,Lunch with friends
2021-12-19 10:46:32.872609,37.95,Health,Electricity bill
2024-09-22 10:46:32.872609,511.23,Shopping,Electricity bill
2024-06-26 10:46:32.872609,78.41,Entertainment,Doctor visit
2024-10-04 10:46:32.872609,189.42,Entertainment,Electricity bill
2021-01-01 10:46:32.872609,281.99,Shopping,Doctor visit
2021-09-26 10:46:32.872609,569.4,Shopping,Doctor visit
2021-06-28 10:46:32.872609,803.29,Health,Watched a movie
2022-10-13 10:46:32.872609,540.31,Utilities,Doctor visit
2021-02-17 10:46:32.872609,727.09,Utilities,Doctor visit
2021-02-02 10:46:32.872609,260.67,Utilities,Uber ride
2020-11-29 10:46:32.872609,126.49,Travel,Bought clothes
2025-06-25 10:46:32.872609,521.57,Shopping,Uber ride
2023-03-18 10:46:32.872609,182.18,Education,Online course fee
2023-08-19 10:46:32.872609,457.21,Food,Paid for groceries
2020-11-09 10:46:32.872609,855.02,Entertainment,Bought clothes
2020-09-13 10:46:32.872609,49.42,Health,Watched a movie
2024-11-16 10:46:32.872609,605.11,Education,Electricity bill
2022-10-13 10:46:32.872609,432.46,Food,Bought clothes
2023-06-30 10:46:32.872609,689.94,Travel,Online course fee
2024-11-04 10:46:32.872609,968.88,Education,Lunch with friends
2021-01-08 10:46:32.872609,86.05,Education,Bought clothes
2021-02-19 10:46:32.872609,487.32,Entertainment,Lunch with friends
2022-01-10 10:46:32.872609,256.55,Utilities,Bought clothes
2024-01-08 10:46:32.872609,393.43,Travel,Online course fee
2021-06-05 10:46:32.872609,747.09,Education,Bought clothes
2021-01-10 10:46:32.872609,657.33,Travel,Electricity bill
2024-03-24 10:46:32.872609,184.87,Shopping,Bought clothes
2025-07-09 10:46:32.872609,382.95,Travel,Paid for groceries
2022-09-28 10:46:32.872609,309.25,Education,Paid for groceries
2022-04-16 10:46:32.872609,231.19,Shopping,Watched a movie
2021-11-03 10:46:32.872609,866.91,Health,Bought clothes
2021-12-10 10:46:32.872609,587.73,Education,Online course fee
2024-09-09 10:46:32.872609,498.42,Travel,Watched a movie
2022-02-23 10:46:32.872609,716.69,Shopping,Lunch with friends
2023-01-15 10:46:32.872609,810.33,Health,Doctor visit
2024-01-26 10:46:32.872609,948.56,Travel,Watched a movie
2021-04-06 10:46:32.872609,124.93,Travel,Online course fee
2021-04-16 10:46:32.872609,172.79,Food,Online course fee
2023-07-05 10:46:32.872609,140.68,Health,Watched a movie
2025-04-04 10:46:32.872609,979.01,Travel,Online course fee
2021-07-06 10:46:32.872609,609.15,Travel,Lunch with friends
2020-09-18 10:46:32.872609,33.44,Health,Watched a movie
2020-10-01 10:46:32.872609,501.18,Travel,Uber ride
2024-04-10 10:46:32.872609,796.39,Shopping,Online course fee
2022-07-22 10:46:32.872609,435.67,Food,Bought clothes
2025-05-19 10:46:32.872609,711.32,Food,Lunch with friends
2022-05-19 10:46:32.872609,898.71,Education,Uber ride
2025-05-26 10:46:32.872609,374.61,Food,Electricity bill
2023-03-24 10:46:32.872609,548.05,Education,Paid for groceries
2023-03-05 10:46:32.872609,424.44,Shopping,Online course fee
2025-06-09 10:46:32.872609,43.2,Education,Bought clothes
2023-08-03 10:46:32.872609,441.93,Utilities,Uber ride
2022-01-30 10:46:32.872609,705.03,Health,Lunch with friends
2023-08-19 10:46:32.872609,76.27,Shopping,Doctor visit
2023-01-19 10:46:32.872609,96.37,Shopping,Doctor visit
2021-04-24 10:46:32.872609,879.0,Entertainment,Electricity bill
2024-06-19 10:46:32.872609,668.06,Food,Lunch with friends
2023-07-31 10:46:32.872609,479.88,Shopping,Lunch with friends
2021-07-19 10:46:32.872609,512.04,Food,Online course fee
2023-11-14 10:46:32.872609,250.8,Shopping,Paid for groceries
2023-11-27 10:46:32.872609,928.59,Travel,Uber ride
2023-02-12 10:46:32.872609,146.15,Food,Watched a movie
2024-02-04 10:46:32.872609,33.87,Education,Doctor visit
2024-10-02 10:46:32.872609,95.51,Utilities,Watched a movie
2024-02-14 10:46:32.872609,194.92,Travel,Paid for groceries
2025-06-22 10:46:32.872609,204.55,Entertainment,Uber ride
2023-09-20 10:46:32.872609,663.26,Entertainment,Uber ride
2022-12-29 10:46:32.872609,550.46,Utilities,Watched a movie
2023-06-29 10:46:32.872609,561.79,Food,Watched a movie
2024-02-22 10:46:32.872609,483.1,Utilities,Uber ride
2024-02-21 10:46:32.872609,971.16,Utilities,Doctor visit
2023-07-20 10:46:32.872609,659.7,Education,Lunch with friends
2022-04-17 10:46:32.872609,586.3,Entertainment,Electricity bill
2022-07-03 10:46:32.872609,124.69,Shopping,Uber ride
2023-04-04 10:46:32.872609,49.36,Entertainment,Watched a movie
2023-08-01 10:46:32.872609,210.42,Entertainment,Bought clothes
2021-10-30 10:46:32.872609,307.34,Travel,Online course fee
2025-01-25 10:46:32.872609,749.18,Food,Uber ride
2021-01-21 10:46:32.872609,396.8,Utilities,Uber ride
2023-01-12 10:46:32.872609,378.14,Travel,Online course fee
2022-04-13 10:46:32.872609,515.09,Food,Online course fee
2022-08-10 10:46:32.872609,22.04,Education,Uber ride
2022-11-13 10:46:32.872609,529.32,Shopping,Uber ride
2022-01-05 10:46:32.872609,273.23,Entertainment,Watched a movie
2021-06-05 10:46:32.872609,535.21,Food,Online course fee
2022-04-04 10:46:32.872609,310.31,Travel,Paid for groceries
2020-08-12 10:46:32.872609,813.35,Entertainment,Bought clothes
2020-07-22 10:46:32.872609,326.33,Education,Online course fee
2023-06-28 10:46:32.872609,251.24,Education,Uber ride
2025-02-15 10:46:32.872609,485.59,Travel,Uber ride
2024-10-21 10:46:32.872609,221.43,Travel,Electricity bill
2025-04-23 10:46:32.872609,667.4,Food,Online course fee
2021-04-27 10:46:32.872609,483.49,Travel,Paid for groceries
2022-06-26 10:46:32.872609,221.98,Health,Doctor visit
2022-03-01 10:46:32.872609,180.69,Shopping,Doctor visit
2023-03-09 10:46:32.872609,557.5,Entertainment,Doctor visit
2023-07-22 10:46:32.872609,630.76,Education,Watched a movie
2020-08-08 10:46:32.872609,860.11,Entertainment,Online course fee
2024-05-30 10:46:32.872609,80.21,Food,Doctor visit
2023-04-25 10:46:32.872609,670.41,Food,Watched a movie
2024-10-16 10:46:32.872609,859.27,Utilities,Electricity bill
2023-03-26 10:46:32.872609,153.95,Travel,Online course fee
2022-03-27 10:46:32.872609,762.91,Health,Bought clothes
2020-08-09 10:46:32.872609,482.91,Shopping,Online course fee
2024-11-06 10:46:32.872609,989.97,Utilities,Watched a movie
2022-12-20 10:46:32.872609,81.86,Shopping,Bought clothes
2025-01-11 10:46:32.872609,173.09,Education,Lunch with friends
2022-03-13 10:46:32.872609,630.67,Food,Lunch with friends
2023-11-26 10:46:32.872609,419.37,Food,Uber ride
2021-11-07 10:46:32.872609,629.37,Shopping,Watched a movie
2025-01-08 10:46:32.872609,938.23,Entertainment,Paid for groceries
2020-08-05 10:46:32.872609,829.7,Food,Bought clothes
2023-08-18 10:46:32.872609,412.33,Education,Watched a movie
2022-08-26 10:46:32.872609,754.85,Food,Watched a movie
2021-08-12 10:46:32.872609,52.48,Shopping,Doctor visit
2022-11-12 10:46:32.872609,327.28,Shopping,Watched a movie
2025-07-02 10:46:32.872609,400.68,Education,Doctor visit
2023-09-13 10:46:32.872609,200.68,Food,Doctor visit
2023-01-03 10:46:32.872609,729.23,Travel,Online course fee
2022-10-08 10:46:32.872609,379.95,Education,Online course fee
2021-12-15 10:46:32.872609,455.33,Food,Paid for groceries
2021-06-21 10:46:32.872609,838.01,Shopping,Paid for groceries
2024-07-25 10:46:32.872609,232.47,Travel,Bought clothes
2024-09-08 10:46:32.872609,908.43,Shopping,Paid for groceries
2024-03-05 10:46:32.872609,484.57,Education,Uber ride
2022-09-28 10:46:32.872609,949.89,Food,Uber ride
2025-03-14 10:46:32.872609,514.45,Utilities,Online course fee
2022-09-04 10:46:32.872609,412.47,Health,Electricity bill
2021-10-16 10:46:32.872609,873.15,Food,Electricity bill
2022-01-11 10:46:32.872609,638.99,Food,Lunch with friends
2020-12-31 10:46:32.872609,248.93,Utilities,Electricity bill
2022-12-03 10:46:32.872609,526.05,Entertainment,Bought clothes
2024-01-23 10:46:32.872609,502.16,Travel,Online course fee
2021-11-24 10:46:32.872609,84.3,Travel,Lunch with friends
2023-06-15 10:46:32.872609,603.82,Travel,Watched a movie
2024-11-03 10:46:32.872609,423.14,Shopping,Electricity bill
2025-01-15 10:46:32.872609,566.07,Education,Uber ride
2023-12-29 10:46:32.872609,707.43,Shopping,Lunch with friends
2025-01-30 10:46:32.872609,779.28,Travel,Bought clothes
2024-06-12 10:46:32.872609,775.19,Utilities,Online course fee
2024-05-24 10:46:32.872609,49.55,Utilities,Bought clothes
2022-01-29 10:46:32.872609,284.62,Shopping,Doctor visit
2022-02-25 10:46:32.872609,288.03,Entertainment,Paid for groceries
2024-03-11 10:46:32.872609,653.67,Travel,Doctor visit
2024-09-20 10:46:32.872609,986.81,Education,Lunch with friends
2023-07-16 10:46:32.872609,348.07,Food,Paid for groceries
2025-02-02 10:46:32.872609,837.96,Education,Bought clothes
2022-01-23 10:46:32.872609,609.24,Education,Watched a movie
2022-11-14 10:46:32.872609,920.13,Shopping,Paid for groceries
2021-08-11 10:46:32.872609,856.83,Travel,Uber ride
2025-05-04 10:46:32.872609,475.21,Entertainment,Online course fee
2020-12-09 10:46:32.872609,492.91,Utilities,Doctor visit
2021-07-30 10:46:32.872609,759.84,Education,Paid for groceries
2021-04-27 10:46:32.872609,841.11,Shopping,Uber ride
2022-03-07 10:46:32.872609,593.67,Shopping,Uber ride
2021-03-05 10:46:32.872609,564.59,Travel,Bought clothes
2024-02-16 10:46:32.872609,685.36,Entertainment,Online course fee
2023-02-09 10:46:32.872609,603.35,Food,Watched a movie
2024-01-08 10:46:32.872609,787.96,Entertainment,Paid for groceries
2023-02-04 10:46:32.872609,145.89,Travel,Bought clothes
2022-01-30 10:46:32.872609,343.7,Entertainment,Watched a movie
2024-06-25 10:46:32.872609,694.51,Food,Watched a movie
2024-01-18 10:46:32.872609,975.47,Health,Watched a movie
2023-04-25 10:46:32.872609,537.41,Shopping,Bought clothes
2021-08-10 10:46:32.872609,620.2,Education,Lunch with friends
2022-05-09 10:46:32.872609,72.31,Utilities,Lunch with friends
2020-08-30 10:46:32.872609,632.83,Utilities,Paid for groceries
2021-05-29 10:46:32.872609,934.82,Food,Paid for groceries
2020-10-31 10:46:32.872609,876.0,Travel,Online course fee
2023-07-22 10:46:32.872609,598.49,Utilities,Electricity bill
2020-09-05 10:46:32.872609,235.56,Entertainment,Lunch with friends
2021-08-06 10:46:32.872609,927.55,Health,Doctor visit
2021-02-16 10:46:32.872609,330.92,Entertainment,Doctor visit
2022-02-19 10:46:32.872609,247.02,Education,Uber ride
2022-01-24 10:46:32.872609,199.35,Entertainment,Watched a movie
2021-04-04 10:46:32.872609,972.62,Utilities,Electricity bill
2024-07-25 10:46:32.872609,199.93,Food,Doctor visit
2023-01-05 10:46:32.872609,341.65,Health,Watched a movie
2024-08-19 10:46:32.872609,679.34,Entertainment,Watched a movie
2020-08-07 10:46:32.872609,285.74,Travel,Online course fee
2021-11-10 10:46:32.872609,601.78,Health,Online course fee
2021-01-22 10:46:32.872609,672.99,Entertainment,Doctor visit
2021-05-26 10:46:32.872609,196.47,Travel,Watched a movie
2020-08-21 10:46:32.872609,616.92,Travel,Electricity bill
2023-04-28 10:46:32.872609,789.02,Shopping,Uber ride
2021-10-09 10:46:32.872609,804.22,Health,Lunch with friends
2022-06-22 10:46:32.872609,691.45,Travel,Doctor visit
2022-11-29 10:46:32.872609,198.07,Education,Online course fee
2022-04-21 10:46:32.872609,689.12,Shopping,Electricity bill
2024-12-17 10:46:32.872609,715.49,Travel,Lunch with friends
2025-01-14 10:46:32.872609,557.37,Entertainment,Doctor visit
2023-05-08 10:46:32.872609,212.42,Education,Electricity bill
2022-08-21 10:46:32.872609,468.06,Food,Paid for groceries
2023-02-26 10:46:32.872609,524.91,Travel,Paid for groceries
2024-06-18 10:46:32.872609,126.04,Entertainment,Uber ride
2024-12-28 10:46:32.872609,725.52,Food,Online course fee
2020-09-24 10:46:32.872609,298.55,Education,Uber ride
2022-05-29 10:46:32.872609,254.56,Shopping,Lunch with friends
2021-01-02 10:46:32.872609,602.15,Travel,Bought clothes
2025-04-14 10:46:32.872609,637.11,Utilities,Watched a movie
2024-10-06 10:46:32.872609,344.0,Health,Watched a movie
2021-05-17 10:46:32.872609,888.4,Food,Lunch with friends
2020-11-13 10:46:32.872609,811.48,Utilities,Watched a movie
2022-01-18 10:46:32.872609,381.25,Education,Doctor visit
2024-11-26 10:46:32.872609,397.71,Entertainment,Electricity bill
2022-10-03 10:46:32.872609,719.87,Education,Bought clothes
2020-12-15 10:46:32.872609,933.16,Shopping,Doctor visit
2023-08-08 10:46:32.872609,464.49,Food,Uber ride
2023-03-11 10:46:32.872609,347.99,Travel,Online course fee
2021-07-28 10:46:32.872609,262.18,Education,Bought clothes
2021-08-19 10:46:32.872609,81.33,Shopping,Bought clothes
2025-04-10 10:46:32.872609,133.18,Health,Electricity bill
2021-12-16 10:46:32.872609,382.8,Shopping,Online course fee
2025-02-19 10:46:32.872609,555.18,Shopping,Watched a movie
2022-09-11 10:46:32.872609,399.15,Shopping,Lunch with friends
2025-03-14 10:46:32.872609,75.88,Health,Uber ride
2020-08-16 10:46:32.872609,813.87,Utilities,Paid for groceries
2021-03-28 10:46:32.872609,262.26,Education,Paid for groceries
2024-11-11 10:46:32.872609,500.11,Travel,Uber ride
2024-07-24 10:46:32.872609,935.4,Shopping,Lunch with friends
2021-12-13 10:46:32.872609,555.14,Education,Paid for groceries
2022-09-18 10:46:32.872609,822.95,Travel,Lunch with friends
2024-11-17 10:46:32.872609,516.01,Entertainment,Uber ride
2023-01-15 10:46:32.872609,426.29,Health,Electricity bill
2021-12-10 10:46:32.872609,273.04,Utilities,Watched a movie
2024-09-09 10:46:32.872609,981.76,Utilities,Doctor visit
2020-09-28 10:46:32.872609,631.83,Travel,Lunch with friends
2021-09-02 10:46:32.872609,494.66,Entertainment,Online course fee
2023-02-20 10:46:32.872609,117.0,Shopping,Uber ride
2024-09-04 10:46:32.872609,442.8,Utilities,Bought clothes
2024-11-16 10:46:32.872609,320.01,Entertainment,Paid for groceries
2021-01-30 10:46:32.872609,148.33,Health,Watched a movie
2023-06-24 10:46:32.872609,131.69,Health,Watched a movie
2024-04-15 10:46:32.872609,762.52,Entertainment,Watched a movie
2021-09-21 10:46:32.872609,994.25,Utilities,Uber ride
2023-03-17 10:46:32.872609,50.62,Food,Watched a movie
2022-09-26 10:46:32.872609,79.58,Shopping,Electricity bill
2024-05-17 10:46:32.872609,116.39,Health,Bought clothes
2022-04-22 10:46:32.872609,539.87,Food,Doctor visit
2022-05-14 10:46:32.872609,136.15,Entertainment,Doctor visit
2021-06-11 10:46:32.872609,104.93,Education,Electricity bill
2024-01-31 10:46:32.872609,745.59,Entertainment,Bought clothes
2024-08-21 10:46:32.872609,429.03,Shopping,Bought clothes
2020-10-16 10:46:32.872609,49.54,Utilities,Lunch with friends
2024-09-24 10:46:32.872609,663.69,Education,Electricity bill
2023-08-21 10:46:32.872609,69.28,Food,Lunch with friends
2023-06-23 10:46:32.872609,120.32,Shopping,Doctor visit
2021-03-29 10:46:32.872609,977.07,Health,Online course fee
2021-12-22 10:46:32.872609,722.38,Shopping,Lunch with friends
2023-04-03 10:46:32.872609,291.35,Utilities,Uber ride
2024-02-19 10:46:32.872609,248.27,Education,Bought clothes
2022-03-25 10:46:32.872609,228.23,Shopping,Paid for groceries
2021-09-01 10:46:32.872609,607.62,Education,Electricity bill
2022-07-30 10:46:32.872609,754.21,Education,Online course fee
2025-07-13 10:46:32.872609,928.57,Food,Doctor visit
2020-11-05 10:46:32.872609,360.02,Travel,Online course fee
2025-05-25 10:46:32.872609,244.0,Food,Watched a movie
2024-04-17 10:46:32.872609,32.72,Entertainment,Lunch with friends
2021-10-11 10:46:32.872609,588.28,Food,Lunch with friends
2021-03-10 10:46:32.872609,764.73,Health,Uber ride
2021-11-17 10:46:32.872609,180.12,Health,Uber ride
2024-02-08 10:46:32.872609,966.74,Food,Doctor visit
2022-12-28 10:46:32.872609,389.44,Entertainment,Electricity bill
2022-05-17 10:46:32.872609,546.29,Education,Uber ride
2020-08-21 10:46:32.872609,27.27,Education,Lunch with friends
2021-06-29 10:46:32.872609,168.79,Travel,Paid for groceries
2025-01-03 10:46:32.872609,575.53,Entertainment,Watched a movie
2022-02-07 10:46:32.872609,617.99,Food,Uber ride
2023-11-01 10:46:32.872609,974.35,Travel,Paid for groceries
2021-03-24 10:46:32.872609,811.45,Travel,Lunch with friends
2022-10-10 10:46:32.872609,133.32,Education,Uber ride
2024-12-24 10:46:32.872609,253.73,Food,Uber ride
2021-12-01 10:46:32.872609,412.34,Utilities,Online course fee
2020-08-09 10:46:32.872609,249.6,Education,Uber ride
2020-10-16 10:46:32.872609,613.51,Education,Uber ride
2023-10-25 10:46:32.872609,892.97,Utilities,Watched a movie
2024-12-12 10:46:32.872609,918.45,Education,Online course fee
2024-06-05 10:46:32.872609,286.68,Travel,Watched a movie
2023-03-22 10:46:32.872609,13.14,Entertainment,Watched a movie
2024-05-31 10:46:32.872609,674.45,Food,Online course fee
2023-11-25 10:46:32.872609,440.84,Utilities,Uber ride
2021-06-04 10:46:32.872609,862.29,Utilities,Uber ride
2022-08-21 10:46:32.872609,851.09,Entertainment,Bought clothes
2024-11-16 10:46:32.872609,451.7,Entertainment,Paid for groceries
2021-01-21 10:46:32.872609,239.86,Food,Lunch with friends
2021-12-13 10:46:32.872609,848.81,Entertainment,Doctor visit
2021-06-09 10:46:32.872609,414.45,Travel,Watched a movie
2023-05-11 10:46:32.872609,449.69,Travel,Electricity bill
2021-01-25 10:46:32.872609,158.88,Travel,Watched a movie
2024-05-26 10:46:32.872609,889.24,Utilities,Lunch with friends
2024-01-09 10:46:32.872609,852.08,Travel,Bought clothes
2022-06-15 10:46:32.872609,753.19,Travel,Doctor visit
2024-10-24 10:46:32.872609,32.8,Travel,Electricity bill
2024-01-23 10:46:32.872609,767.41,Travel,Bought clothes
2020-11-21 10:46:32.872609,213.08,Food,Lunch with friends
2020-11-21 10:46:32.872609,676.58,Travel,Lunch with friends
2022-07-20 10:46:32.872609,442.28,Travel,Watched a movie
2024-03-03 10:46:32.872609,876.4,Utilities,Lunch with friends
2021-06-02 10:46:32.872609,348.87,Food,Lunch with friends
2024-06-27 10:46:32.872609,30.51,Food,Paid for groceries
2023-07-25 10:46:32.872609,512.48,Travel,Paid for groceries
2024-12-28 10:46:32.872609,394.02,Education,Lunch with friends
2021-02-26 10:46:32.872609,447.77,Utilities,Uber ride
2021-04-05 10:46:32.872609,213.41,Health,Electricity bill
2023-04-17 10:46:32.872609,153.07,Education,Doctor visit
2021-11-10 10:46:32.872609,86.58,Utilities,Bought clothes
2022-05-01 10:46:32.872609,838.57,Utilities,Electricity bill
2023-09-08 10:46:32.872609,686.45,Education,Doctor visit
2024-12-22 10:46:32.872609,176.7,Food,Uber ride
2024-03-03 10:46:32.872609,409.97,Food,Electricity bill
2024-10-18 10:46:32.872609,225.75,Entertainment,Uber ride
2022-07-03 10:46:32.872609,359.73,Health,Paid for groceries
2025-01-26 10:46:32.872609,281.4,Travel,Electricity bill
2023-01-06 10:46:32.872609,717.78,Utilities,Electricity bill
2024-08-31 10:46:32.872609,899.47,Utilities,Online course fee
2021-08-21 10:46:32.872609,385.65,Utilities,Lunch with friends
2020-09-03 10:46:32.872609,878.95,Education,Paid for groceries
2024-06-02 10:46:32.872609,961.05,Health,Online course fee
2022-09-03 10:46:32.872609,689.63,Health,Online course fee
2022-07-25 10:46:32.872609,567.68,Food,Online course fee
2024-08-13 10:46:32.872609,649.02,Travel,Paid for groceries
2021-04-23 10:46:32.872609,74.05,Education,Electricity bill
2021-12-17 10:46:32.872609,715.94,Shopping,Online course fee
2020-10-10 10:46:32.872609,31.66,Entertainment,Doctor visit
2023-04-11 10:46:32.872609,575.94,Entertainment,Bought clothes
2024-07-08 10:46:32.872609,365.93,Education,Bought clothes
2023-01-04 10:46:32.872609,30.29,Entertainment,Doctor visit
2023-09-09 10:46:32.872609,441.93,Education,Lunch with friends
2022-03-17 10:46:32.872609,450.87,Entertainment,Uber ride
2023-08-07 10:46:32.872609,429.9,Utilities,Online course fee
2024-06-18 10:46:32.872609,442.99,Health,Watched a movie
2023-04-21 10:46:32.872609,354.75,Education,Online course fee
2021-08-14 10:46:32.872609,276.43,Travel,Electricity bill
2023-09-25 10:46:32.872609,912.48,Entertainment,Uber ride
2021-08-08 10:46:32.872609,267.26,Travel,Paid for groceries
2023-08-09 10:46:32.872609,166.52,Education,Paid for groceries
2022-07-04 10:46:32.872609,226.95,Education,Bought clothes
2022-05-15 10:46:32.872609,589.64,Travel,Lunch with friends
2024-08-29 10:46:32.872609,522.0,Travel,Paid for groceries
2023-03-08 10:46:32.872609,535.63,Travel,Paid for groceries
2022-02-05 10:46:32.872609,203.76,Utilities,Lunch with friends
2025-06-02 10:46:32.872609,45.93,Education,Paid for groceries
2025-03-20 10:46:32.872609,387.63,Travel,Bought clothes
2023-11-30 10:46:32.872609,57.5,Shopping,Lunch with friends
2025-05-19 10:46:32.872609,236.29,Travel,Paid for groceries
2023-08-31 10:46:32.872609,710.03,Entertainment,Online course fee
2021-06-15 10:46:32.872609,167.17,Shopping,Online course fee
2020-12-10 10:46:32.872609,619.3,Travel,Bought clothes
2023-07-14 10:46:32.872609,557.3,Food,Electricity bill
2021-06-04 10:46:32.872609,257.89,Education,Paid for groceries
2023-01-28 10:46:32.872609,530.0,Entertainment,Lunch with friends
2022-03-19 10:46:32.872609,262.59,Food,Paid for groceries
2025-02-24 10:46:32.872609,157.54,Utilities,Bought clothes
2022-01-12 10:46:32.872609,150.22,Entertainment,Watched a movie
2023-08-05 10:46:32.872609,441.53,Health,Watched a movie
2022-08-12 10:46:32.872609,872.3,Health,Electricity bill
2023-02-06 10:46:32.872609,194.16,Entertainment,Online course fee
2020-07-23 10:46:32.872609,415.37,Health,Lunch with friends
2024-11-27 10:46:32.872609,174.96,Travel,Watched a movie
2024-02-18 10:46:32.872609,76.11,Food,Lunch with friends
2023-05-24 10:46:32.872609,873.09,Travel,Online course fee
2022-09-06 10:46:32.872609,624.74,Education,Electricity bill
2024-09-01 10:46:32.872609,576.88,Education,Online course fee
2021-08-05 10:46:32.872609,785.27,Utilities,Doctor visit
2025-07-04 10:46:32.872609,873.11,Education,Paid for groceries
2020-08-29 10:46:32.872609,868.14,Utilities,Lunch with friends
2024-01-12 10:46:32.872609,743.68,Food,Watched a movie
2025-05-11 10:46:32.872609,295.36,Travel,Watched a movie
2022-08-06 10:46:32.872609,475.55,Entertainment,Doctor visit
2024-11-27 10:46:32.872609,429.03,Food,Online course fee
2024-01-13 10:46:32.872609,176.25,Shopping,Doctor visit
2021-11-23 10:46:32.872609,27.01,Education,Lunch with friends
2022-05-09 10:46:32.872609,961.73,Utilities,Electricity bill
2024-08-06 10:46:32.872609,606.61,Education,Online course fee
2020-11-28 10:46:32.872609,86.28,Entertainment,Lunch with friends
2024-03-31 10:46:32.872609,775.11,Shopping,Online course fee
2023-07-30 10:46:32.872609,276.35,Utilities,Doctor visit
2025-02-23 10:46:32.872609,785.31,Education,Watched a movie
2022-09-23 10:46:32.872609,538.61,Entertainment,Uber ride
2021-08-14 10:46:32.872609,781.27,Entertainment,Electricity bill
2023-06-30 10:46:32.872609,557.9,Entertainment,Uber ride
2024-05-21 10:46:32.872609,375.24,Travel,Lunch with friends
2023-05-06 10:46:32.872609,187.13,Food,Watched a movie
2024-11-06 10:46:32.872609,538.32,Food,Lunch with friends
2023-08-25 10:46:32.872609,194.94,Travel,Lunch with friends
2021-06-02 10:46:32.872609,789.04,Travel,Doctor visit
2023-12-29 10:46:32.872609,332.22,Shopping,Paid for groceries
2022-02-21 10:46:32.872609,180.08,Shopping,Paid for groceries
2022-05-13 10:46:32.872609,279.61,Travel,Bought clothes
2022-11-08 10:46:32.872609,815.17,Food,Watched a movie
2024-02-24 10:46:32.872609,505.9,Shopping,Doctor visit
2022-05-12 10:46:32.872609,895.89,Shopping,Electricity bill
2021-03-05 10:46:32.872609,399.87,Utilities,Electricity bill
2021-02-04 10:46:32.872609,175.33,Entertainment,Paid for groceries
2023-06-28 10:46:32.872609,474.38,Utilities,Electricity bill
2024-04-01 10:46:32.872609,848.07,Utilities,Online course fee
2020-12-05 10:46:32.872609,249.51,Travel,Electricity bill
2020-10-19 10:46:32.872609,612.88,Food,Online course fee
2025-03-28 10:46:32.872609,373.52,Food,Bought clothes
2021-04-13 10:46:32.872609,785.33,Shopping,Paid for groceries
2021-07-22 10:46:32.872609,467.78,Travel,Bought clothes
2025-06-14 10:46:32.872609,460.39,Entertainment,Electricity bill
2020-09-24 10:46:32.872609,713.11,Education,Online course fee
2021-09-08 10:46:32.872609,716.3,Education,Watched a movie
2021-02-26 10:46:32.872609,170.47,Utilities,Doctor visit
2023-04-12 10:46:32.872609,609.95,Health,Electricity bill
2021-08-18 10:46:32.872609,51.85,Food,Doctor visit
2021-02-09 10:46:32.872609,983.03,Entertainment,Lunch with friends
2020-09-25 10:46:32.872609,144.55,Travel,Bought clothes
2023-10-04 10:46:32.872609,294.33,Shopping,Bought clothes
2024-02-26 10:46:32.872609,533.6,Utilities,Paid for groceries
2025-03-30 10:46:32.872609,495.06,Entertainment,Paid for groceries
2022-09-25 10:46:32.872609,756.72,Education,Lunch with friends
2024-03-30 10:46:32.872609,554.81,Food,Watched a movie
2023-04-21 10:46:32.872609,728.97,Entertainment,Paid for groceries
2023-07-03 10:46:32.872609,889.9,Travel,Online course fee
2024-01-20 10:46:32.872609,471.95,Travel,Bought clothes
2024-06-27 10:46:32.872609,650.88,Shopping,Doctor visit
2023-11-12 10:46:32.872609,524.46,Shopping,Uber ride
2021-12-28 10:46:32.872609,788.52,Food,Online course fee
2020-10-30 10:46:32.872609,581.7,Health,Doctor visit
2022-08-11 10:46:32.872609,839.25,Travel,Electricity bill
2021-10-17 10:46:32.872609,411.15,Food,Electricity bill
2023-12-14 10:46:32.872609,258.92,Shopping,Watched a movie
2024-07-31 10:46:32.872609,937.5,Utilities,Lunch with friends
2020-12-14 10:46:32.872609,175.23,Travel,Online course fee
